# {"t_start": 1782311387.5793831, "env_id": "PctContinuous-v0"} 
r,l,t
11.191572,86,3747.885168
11.884388,85,3764.138732
11.713885,86,3780.002943
11.862373,85,3795.227195
10.896267,81,3810.881158
11.193678,85,3826.400005
11.721124,87,3842.725935
12.113074,88,3858.603719
12.418408,93,3876.28746
12.201145,89,3893.12999
10.739961,79,3907.502602
12.005647,88,3924.226936
11.187078,82,3938.778816
11.280059,81,3953.384113
11.522105,84,3968.862261
11.269831,86,3985.236174
11.632431,83,4000.722231
10.923261,80,4015.557117
12.18541,85,4031.244963
11.594081,82,4046.84666
10.787851,80,4062.421028
12.42208,88,4078.65436
11.35512,85,4094.256128
11.606758,86,4110.803012
12.144953,86,4126.727434
12.317774,92,4143.323341
11.65945,82,4158.37733
11.835658,86,4174.743959
12.096487,88,4191.451879
11.615496,87,4207.502336
10.949124,80,4222.06658
11.479957,85,4238.106079
11.135831,79,4253.212527
11.924929,87,4269.275158
11.783184,87,4284.898283
12.394943,93,4301.924596
11.808154,88,4317.383392
12.376238,90,4333.943158
10.546187,74,4347.551445
11.922107,88,4363.506565
11.239539,78,4377.591921
12.123153,88,4393.487231
11.869095,87,4409.489135
10.894187,77,4423.541361
11.721373,85,4439.704428
11.358466,83,4455.039641
12.128661,87,4470.465476
11.418449,81,4485.803378
10.333636,75,4499.724055
12.75513,88,4515.016743
12.492593,93,4531.210041
12.281843,90,4547.007596
12.3506,90,4562.909097
11.383263,86,4578.525081
12.053313,90,4595.079327
11.416807,84,4609.494017
10.677709,79,4623.736527
10.081261,72,4636.670601
11.488277,84,4650.693974
11.764095,88,4665.850675
11.406413,82,4680.225581
11.702487,89,4696.645267
11.82485,88,4712.181176
12.345917,89,4727.927739
11.594411,83,4742.87975
11.00749,80,4757.169182
11.762266,83,4773.112757
12.302902,93,4789.169401
12.364559,91,4805.260387
10.663747,74,4818.399277
10.825493,82,4833.605208
11.346925,80,4847.8532
11.139771,79,4862.373677
11.21663,80,4877.175274
11.262871,80,4891.773361
11.268794,81,4906.785328
10.952719,80,4920.916548
11.64271,86,4936.429135
11.02685,77,4950.079974
12.213989,89,4966.328119
12.48849,91,4983.571281
11.969747,85,4998.979691
10.887855,76,5012.860369
10.287754,76,5026.847744
10.525845,80,5040.81804
11.513124,84,5056.350613
12.0555,88,5072.089288
11.203981,81,5087.086949
11.959364,85,5102.264613
11.815994,87,5118.321411
11.92568,85,5133.67394
12.796335,98,5151.465481
12.0687,84,5167.159878
11.582621,79,5181.655366
11.553999,81,5196.91288
8.461847,57,5207.298008
10.120024,75,5220.740813
10.510464,73,5234.170623
9.270956,68,5246.919456
7.783815,57,5257.638047
9.214671,66,5269.677224
9.457557,68,5281.856189
8.911344,64,5293.477045
10.265586,77,5307.134863
7.984051,55,5317.510281
9.084795,66,5329.812779
9.6294,74,5343.756819
9.771822,69,5356.527846
9.265631,68,5370.027218
8.743521,59,5381.019039
8.84549,65,5393.693189
8.892035,72,5406.863867
9.665997,70,5419.518546
8.631526,61,5430.821364
9.106716,67,5443.086437
8.84358,63,5455.028575
10.546253,78,5469.533592
11.520307,83,5484.128623
10.088799,69,5496.692828
10.28154,78,5510.652919
11.186486,82,5525.846168
10.941389,76,5540.037378
10.694625,72,5553.022243
11.019472,81,5567.416488
10.421831,75,5581.145179
11.245558,84,5596.098534
9.773657,70,5608.578377
10.983298,81,5622.421028
10.562622,77,5636.467916
11.671945,88,5652.168997
11.34314,86,5667.515672
11.042974,83,5682.648861
12.400439,86,5697.627212
11.604053,81,5711.991759
12.016866,87,5727.785509
12.447502,94,5745.312688
10.983652,81,5758.91494
10.827557,85,5774.190053
11.960431,90,5789.8456
11.837453,86,5804.955144
12.29898,91,5820.8374
11.945388,91,5836.034403
11.894412,87,5851.743497
11.201329,82,5866.446668
10.862346,78,5880.477325
11.997378,91,5896.840441
11.885249,89,5912.379009
10.773854,82,5927.06111
11.156402,84,5942.047069
13.121386,94,5958.702766
10.986953,84,5973.573396
11.179555,81,5988.105023
12.124062,92,6004.689243
11.970621,85,6019.510628
12.107078,89,6035.504757
11.495542,86,6050.11335
12.168028,94,6067.101834
11.533879,82,6081.410077
11.664642,82,6095.50276
11.979772,86,6110.807098
11.283336,81,6125.366062
11.345077,84,6140.578816
12.1914,90,6156.754012
11.871971,88,6172.143417
11.483645,85,6187.885825
11.090898,77,6202.208817
11.586148,88,6217.517699
11.149641,80,6231.446971
11.397034,85,6246.537612
11.718541,85,6261.661998
11.497918,85,6276.953711
11.174275,84,6291.838124
11.499017,84,6306.738582
12.151096,89,6322.398353
11.132907,83,6337.526553
11.380514,83,6352.680028
11.25967,79,6367.00303
11.325604,85,6382.705455
12.580426,95,6399.35231
10.966441,83,6414.543115
12.830033,94,6431.477982
12.497328,87,6446.888291
11.124282,86,6462.546565
12.060886,90,6479.331496
10.318457,76,6492.43529
11.550956,87,6508.043025
11.279103,81,6522.00453
11.277985,80,6536.543883
11.859741,82,6551.327825
11.232412,80,6565.310356
11.79283,87,6580.819818
11.829752,86,6595.238747
11.284221,82,6610.530901
11.391581,84,6625.900941
12.219353,90,6641.864046
11.690943,79,6655.297662
12.096413,87,6671.042087
12.132121,87,6686.205662
12.315319,88,6701.210635
10.500205,72,6714.017767
11.36666,82,6728.871411
12.158921,84,6743.331456
10.518706,74,6756.905114
11.506326,84,6771.990841
11.961876,89,6787.737654
12.483062,93,6804.171857
11.323894,81,6819.138925
11.612525,89,6835.289974
11.479366,83,6849.858329
12.53883,92,6866.67308
11.600649,88,6882.440227
11.526822,87,6897.871423
11.94529,88,6914.103415
11.647439,86,6929.012758
11.702484,86,6943.635191
11.423051,83,6958.468595
11.917644,90,6973.950997
11.715189,79,6987.577092
11.732918,85,7002.368799
12.596981,94,7018.989982
12.258759,91,7035.226769
12.319218,93,7051.833047
11.101931,77,7065.201238
11.700557,87,7080.328359
12.038746,88,7095.538055
11.9738,83,7109.80786
9.946097,70,7122.345301
12.786948,98,7139.489124
11.26147,85,7154.488933
11.76372,93,7171.271047
11.471911,83,7186.420434
12.04108,88,7201.642251
11.674582,88,7216.964756
11.855047,88,7232.430484
11.084278,82,7246.692634
10.518608,73,7259.678551
11.212213,82,7274.377807
12.611686,91,7291.028602
10.86821,79,7305.683903
11.304945,85,7320.826152
12.617346,91,7336.798662
11.787723,83,7352.097587
11.984707,93,7368.413368
12.032129,86,7384.109581
11.141737,79,7398.789316
11.474285,83,7413.963238
11.635905,86,7429.142417
11.93949,89,7444.854197
11.559504,84,7459.98393
11.771574,83,7475.141304
11.80198,84,7490.506516
12.407429,91,7507.147237
11.026177,79,7521.833138
10.839739,80,7536.100564
11.004562,80,7550.314001
12.18284,87,7565.299208
12.279594,91,7581.574736
11.236389,82,7596.214759
11.38909,87,7612.214226
12.00346,89,7627.665136
-3.985483,31,7633.176337
10.982131,83,7648.039076
11.998259,91,7664.285921
11.426247,79,7678.835408
11.985429,89,7695.419505
12.412415,99,7712.823019
11.995945,90,7729.895057
11.263121,86,7745.599815
12.034768,82,7760.73736
12.036061,89,7776.594183
12.150884,87,7792.559955
11.49981,82,7807.185495
11.262468,76,7820.478498
11.270092,82,7835.682144
11.933099,82,7850.483339
11.798637,85,7865.906185
11.700448,87,7881.768769
12.133222,89,7897.919564
10.599193,71,7910.771375
11.779014,87,7926.407514
11.796995,88,7942.784556
11.693374,84,7957.997578
11.02244,84,7973.960078
11.535953,85,7990.534159
12.182992,87,8006.82532
11.352892,83,8022.467568
12.283282,89,8039.082517
11.169883,79,8054.054158
11.559458,82,8069.088058
11.246827,81,8084.440782
11.878105,86,8100.28592
12.222573,89,8116.935612
11.695405,81,8131.287416
11.284619,81,8146.373408
10.827547,78,8160.532757
10.874065,76,8174.500144
11.794729,88,8190.899599
12.007458,84,8206.115353
11.292663,86,8222.377455
12.150756,85,8237.889473
10.074383,76,8251.851264
11.841472,87,8268.044623
11.843044,85,8284.219678
11.881647,90,8299.975671
10.236201,74,8313.553827
11.302315,85,8329.137378
10.284094,76,8342.758345
11.857649,83,8357.301287
11.539627,86,8373.942431
10.899924,77,8388.557453
12.263281,90,8405.401039
11.516511,83,8420.922395
11.894302,87,8436.854207
10.260215,70,8449.893628
11.759088,87,8465.489687
11.761901,85,8480.791
11.686511,85,8495.670913
12.013094,86,8510.872745
11.268598,81,8525.863569
11.426329,82,8540.270795
11.483682,84,8555.293484
11.142581,78,8569.247082
12.097083,91,8586.024337
10.301118,75,8599.682163
11.70249,86,8614.92454
11.091901,84,8630.461509
11.792161,88,8646.467705
11.805886,86,8662.471254
11.787772,87,8677.660383
12.376759,91,8694.054878
12.025125,90,8710.516361
11.145032,82,8725.666146
11.740862,89,8742.479877
12.011761,86,8758.52687
11.648438,87,8774.425645
12.353367,86,8789.488232
11.3496,83,8804.499574
11.609054,83,8820.372797
11.360959,85,8835.812509
11.154096,83,8850.743372
11.154212,81,8865.483021
11.61372,91,8882.855346
12.054721,88,8898.595459
10.968351,78,8912.321948
12.151771,89,8927.904032
12.655916,93,8944.385187
11.442973,84,8959.519268
12.056465,89,8975.395398
10.748994,80,8989.85048
10.802974,79,9003.117958
11.686338,83,9017.97623
11.677034,84,9033.049543
11.817034,84,9048.695359
11.678739,81,9063.651429
10.898494,77,9077.104017
11.587316,85,9092.214252
11.09209,81,9107.112772
12.34009,95,9124.49747
11.178745,83,9139.126504
11.488199,83,9154.521995
12.222548,89,9171.037271
11.107319,78,9185.014544
10.805645,78,9198.983888
12.036362,83,9213.882051
11.286856,79,9228.072701
11.772471,90,9244.265085
11.272572,86,9259.496621
11.189485,82,9274.103566
10.402774,71,9286.306327
12.378203,88,9303.026172
10.337262,72,9316.298015
11.498569,84,9330.965123
12.588452,92,9347.516672
11.592416,87,9363.659266
11.609498,90,9379.309919
11.515817,81,9394.467247
10.83896,75,9407.483806
12.226095,90,9424.115475
10.875823,80,9438.557611
11.561412,84,9453.194062
11.91258,91,9469.850012
11.611274,86,9485.735006
11.338187,84,9501.360889
11.277961,76,9514.954053
11.340408,84,9530.481496
11.549724,82,9545.554172
11.820786,91,9562.417136
12.044608,91,9579.438433
11.691928,86,9595.569245
10.809742,77,9609.383481
11.622898,85,9625.048082
10.702551,74,9637.835594
10.982492,81,9653.371563
10.954434,76,9666.930845
11.783651,82,9682.785472
11.673631,83,9698.335346
11.051433,80,9713.307884
11.284318,83,9728.223812
11.392147,83,9743.340545
12.808079,96,9761.721521
12.238009,92,9779.264272
11.729079,88,9794.965901
11.479855,85,9810.209215
10.931345,80,9824.950083
12.340273,91,9841.416355
11.238641,82,9855.988347
10.589612,74,9869.292423
12.483425,95,9886.43237
11.393557,85,9902.038762
11.063909,83,9916.742018
11.678119,86,9931.215026
11.323822,86,9946.224695
12.117837,93,9963.623331
11.625125,85,9978.753848
11.727362,83,9993.304243
12.420859,93,10009.797704
11.997274,87,10025.713012
12.188202,87,10041.756338
11.812499,85,10056.814336
11.450266,86,10073.379983
12.148055,91,10090.359019
10.726573,76,10104.414357
11.679178,85,10119.891937
11.984766,84,10134.576298
11.492181,85,10150.497643
12.347356,92,10167.17419
11.280945,82,10181.230633
11.779641,88,10197.926033
11.449213,85,10212.732507
11.566721,83,10227.257232
11.521303,80,10242.362178
10.726378,79,10256.696117
11.033859,83,10272.120789
11.627916,84,10287.246494
11.52296,86,10302.82964
10.857985,82,10318.106486
11.976758,89,10334.326129
12.478806,89,10351.245766
10.634611,76,10365.150107
11.490884,86,10380.458693
11.210705,79,10394.738747
12.854101,93,10411.555234
12.478561,87,10427.78846
11.372215,82,10442.730233
11.848167,86,10458.234745
12.180025,91,10475.061397
10.572843,70,10487.214576
12.653157,94,10503.706772
11.508086,84,10519.939309
11.547516,83,10535.239234
10.928071,80,10549.975121
10.686852,74,10563.876708
12.158236,91,10580.472542
11.50364,87,10596.878753
11.425433,83,10611.459824
11.281353,82,10626.414541
11.382167,84,10642.06495
11.176202,81,10656.573256
12.750996,93,10673.858354
11.141019,83,10688.83273
12.277158,89,10705.536568
11.989678,88,10722.520716
11.853528,88,10738.979259
11.325722,83,10754.327305
11.860069,91,10771.861173
11.957245,86,10787.685354
12.276652,91,10804.059696
12.230631,94,10821.62063
12.442024,87,10837.650985
12.425504,91,10854.219477
11.667009,86,10870.377024
12.597354,87,10886.343653
11.155657,83,10901.565152
11.592527,84,10916.910115
12.070009,88,10933.133886
12.171363,89,10950.005433
11.337633,87,10965.734777
11.655395,84,10980.435185
11.528333,83,10995.256003
11.473515,81,11009.674807
11.549446,84,11024.343042
11.352029,82,11039.955412
11.484711,85,11055.48693
12.340285,92,11072.094857
10.601563,72,11084.930884
11.766511,85,11100.484303
11.877947,86,11116.666976
11.571952,86,11133.385056
11.487394,89,11150.382979
12.059548,93,11167.568123
12.533914,90,11184.607636
12.406598,94,11202.094733
11.743064,90,11218.432032
11.722823,91,11235.106532
11.576479,83,11250.190185
12.199117,90,11266.710065
11.61951,86,11282.770936
11.087127,78,11297.00745
11.400851,79,11311.433293
11.764551,81,11325.999353
12.176426,92,11342.666528
11.76295,89,11359.362756
12.080825,88,11376.116794
13.004913,102,11394.698251
11.784738,86,11410.464336
11.997143,90,11427.560123
11.934371,88,11444.098216
10.993153,82,11459.069004
10.873248,81,11474.409021
11.758608,93,11491.868838
11.729303,85,11507.659287
10.994942,78,11522.676137
10.20384,73,11536.207016
11.622529,82,11551.049313
10.972119,81,11565.898226
11.49128,87,11581.637486
12.218776,92,11598.322758
12.27949,93,11615.918599
11.610836,87,11633.037175
11.197906,81,11648.197351
11.735348,84,11663.663168
12.361075,91,11680.896104
11.825568,88,11697.212809
12.148864,90,11714.14782
11.037725,80,11728.953809
11.338092,80,11743.676021
11.910778,88,11759.600802
12.180871,88,11775.485257
11.268756,79,11789.74151
11.582735,83,11804.804816
11.84169,85,11820.841985
12.010046,87,11836.732641
10.537687,78,11850.718449
11.766931,88,11866.707625
11.310809,78,11881.017475
12.318648,89,11897.57153
12.254991,89,11914.148126
10.972879,78,11928.76714
11.132289,82,11943.62634
11.590306,84,11959.544707
11.61303,87,11975.828876
10.482187,72,11988.590459
12.606992,91,12005.084609
11.639038,84,12020.50824
11.737559,88,12036.715131
11.495251,85,12052.574787
10.380421,77,12067.094618
11.58312,82,12082.194967
11.543114,81,12096.491157
12.013608,88,12113.078661
12.292275,86,12129.15087
12.586202,91,12145.547873
12.2,86,12161.519554
11.2931,84,12177.779653
11.408699,84,12193.768282
10.977043,81,12208.814619
11.881733,90,12225.554729
12.384237,92,12242.297754
11.694733,87,12257.731803
11.624118,84,12273.492201
11.112328,81,12288.697064
11.567689,86,12304.839288
11.628698,82,12320.0843
11.656505,83,12336.149523
10.713156,75,12350.188725
11.186114,79,12365.44784
11.08087,82,12380.077428
12.343682,86,12395.448095
11.334501,81,12410.569021
11.476441,87,12426.883608
11.722313,80,12442.06698
12.342387,92,12458.469236
11.942005,85,12474.016671
11.612322,84,12489.920455
11.45596,85,12504.896393
12.152132,92,12521.953815
12.559841,91,12538.722316
11.707565,84,12554.494889
11.438375,85,12570.447183
12.651196,99,12588.480402
11.161952,82,12602.825569
11.245002,85,12618.381382
12.647797,93,12634.842009
11.444137,84,12649.694266
11.376628,83,12664.818144
12.719407,92,12682.113811
10.570131,81,12696.507901
11.843607,87,12712.925852
11.237712,84,12728.754344
11.144344,79,12742.992398
11.472436,81,12757.970645
11.594227,85,12773.408412
12.296535,93,12790.829817
12.731727,93,12807.629426
12.330164,87,12824.091173
12.065186,91,12841.140621
11.271196,84,12856.719545
11.042901,74,12870.095237
11.343864,81,12884.669349
11.684969,84,12900.371755
12.231662,93,12918.49173
12.489659,88,12934.748132
11.026721,82,12949.86386
11.562601,86,12965.759639
12.365267,91,12982.534414
12.331732,89,12999.060793
12.680417,93,13016.712983
11.844597,85,13032.30575
11.965902,88,13049.376791
11.461686,85,13065.467422
11.340093,83,13080.84623
11.756033,83,13096.616928
11.238906,79,13111.878715
12.354911,89,13128.786114
11.04699,82,13144.149067
11.768208,83,13159.714569
11.470293,83,13175.489955
11.73324,86,13191.476976
11.314536,80,13206.463611
12.422212,89,13223.027099
11.640491,85,13238.580364
12.11695,89,13255.01394
12.127031,88,13270.920424
12.208287,87,13287.075759
11.565884,82,13302.416892
11.453156,82,13317.752513
11.523047,86,13333.635142
6.058341,33,13339.45759
11.864313,87,13355.462598
11.812528,84,13371.630118
11.826449,85,13387.529058
11.657435,82,13402.46381
11.201095,81,13417.488628
12.018202,88,13433.692299
10.51907,75,13447.594695
11.78046,85,13462.863409
11.417868,86,13478.434607
11.588771,83,13493.557601
11.75741,89,13509.580331
11.775869,82,13524.907916
11.294094,81,13539.069973
10.851162,74,13552.708865
12.555999,90,13569.179841
11.454879,83,13583.830031
11.489593,86,13599.376971
12.174724,89,13615.956998
12.062988,90,13633.187908
11.728653,85,13648.695544
12.500093,88,13665.190013
11.941335,84,13680.232271
12.329646,88,13696.059474
13.337716,102,13714.966282
11.497582,80,13728.982496
11.625547,85,13744.207524
11.522566,83,13759.207884
10.977271,79,13773.754355
12.120518,87,13789.402091
11.788376,87,13805.388459
11.671171,86,13821.462585
10.796437,77,13835.508934
10.938699,78,13850.04761
11.611078,85,13865.502072
11.969145,87,13881.991149
11.268678,81,13896.910465
11.406282,84,13911.844699
12.366723,96,13930.047805
11.743319,86,13945.832137
12.186438,87,13962.198503
11.719718,83,13977.378056
11.500868,84,13993.084452
12.028228,86,14009.014088
11.902223,88,14025.191358
11.674715,82,14040.340495
11.813471,89,14056.224223
11.853384,84,14071.581147
11.83273,88,14087.275446
11.641207,82,14102.001446
11.419868,83,14117.408541
11.899213,91,14133.905552
11.443923,83,14148.923034
11.245,85,14164.250522
11.295128,82,14178.87568
12.014033,85,14194.050795
11.324121,84,14209.425522
10.876409,76,14222.951854
11.195003,83,14237.711379
11.305973,81,14252.889309
12.111722,88,14269.002978
10.287353,74,14282.432625
11.916356,86,14297.473669
11.620388,85,14312.786834
11.810836,90,14328.978407
12.016427,91,14345.752422
11.648985,83,14360.453565
12.221492,94,14377.18399
11.80106,85,14392.485717
11.323986,83,14408.133298
12.493535,90,14425.019685
11.384997,85,14440.40354
12.425028,90,14457.272905
12.731669,92,14473.716194
12.641611,89,14490.000022
11.811742,90,14506.578177
12.065332,87,14522.962238
12.008035,86,14539.198102
12.00506,86,14555.498506
11.540351,89,14572.021074
12.142749,87,14587.626733
12.100929,93,14604.520196
11.755993,86,14620.03635
12.268698,94,14637.819123
11.44093,84,14653.321302
12.204255,86,14669.187832
11.867675,86,14684.753434
11.706147,87,14700.384684
11.497781,87,14716.480342
11.415881,84,14732.020493
12.390335,90,14748.540777
11.132467,81,14763.437534
12.689218,91,14780.258181
10.916964,77,14794.110288
10.873423,80,14808.90434
11.218041,84,14824.477231
11.208483,84,14839.419643
11.698645,85,14854.273118
12.698758,95,14872.62001
11.722888,91,14888.901656
10.798477,77,14903.339669
12.050785,90,14919.434389
10.693156,77,14933.781345
11.613077,83,14948.619481
11.717415,84,14963.869964
11.965884,84,14978.453469
12.029901,89,14994.175914
10.157914,70,15007.064186
10.893539,80,15021.264492
10.867152,74,15034.724547
11.83522,86,15050.505379
12.584233,94,15067.466058
11.483125,80,15081.816662
11.276716,80,15096.609715
11.025554,83,15112.3729
11.934456,84,15127.86133
11.019234,82,15143.417411
12.002755,86,15159.472848
10.871422,80,15174.582008
12.018055,83,15190.047463
11.820979,85,15205.288988
12.593153,92,15222.398059
11.976787,86,15238.148972
11.727519,84,15253.115215
12.073429,88,15269.189569
12.312204,90,15285.214105
11.328919,86,15302.038624
11.867418,81,15316.500136
12.059174,87,15332.293589
12.380262,88,15348.058718
12.729576,97,15366.469712
10.909878,81,15381.356426
10.579176,75,15395.844016
11.600827,87,15412.183365
12.42366,86,15428.855563
12.270088,89,15444.230701
11.30056,85,15459.265842
12.392221,89,15475.436332
12.67034,92,15492.451319
12.003902,85,15508.448725
12.280023,94,15525.00437
12.615301,89,15541.181976
12.079341,95,15557.576915
12.21174,86,15573.824567
11.763152,85,15589.769558
12.762877,94,15607.480091
12.245043,89,15624.08659
12.326172,89,15640.227551
11.54961,82,15654.932256
12.323913,91,15671.761328
11.946768,90,15688.052714
11.629516,86,15703.336164
11.616033,82,15718.705708
12.036889,88,15734.994252
12.038315,93,15752.513569
12.476455,86,15768.186524
11.603178,86,15783.477316
11.167813,78,15797.771847
11.69868,82,15812.583644
10.94186,85,15828.370361
11.625967,81,15843.763028
11.523296,88,15859.926007
12.03658,89,15875.988995
11.124209,80,15889.972682
10.628676,76,15904.45015
12.1746,93,15921.711186
10.583999,78,15936.587105
11.301529,81,15952.021971
11.700385,85,15967.884039
11.291591,84,15982.614459
10.667779,78,15997.082409
11.334153,87,16013.875736
12.324513,89,16030.872101
11.453918,84,16047.031226
11.474819,81,16061.606855
11.521272,85,16077.151117
